,Area,Cancer Type,Year,Sex,Race,Age-Adjusted Rate,Case Count,Population,CancerType_val,Sex_val,Race_val
579,Maine,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
580,Tennessee,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
581,Montana,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
582,Ohio,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
583,Maryland,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
584,Mississippi,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
585,Idaho,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
586,Wisconsin,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
587,Wyoming,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
588,District of Columbia,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
589,Rhode Island,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
590,Kansas,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
591,Oklahoma,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
592,Washington,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
593,Kentucky,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
594,West Virginia,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
595,Nebraska,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
596,South Carolina,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
597,Utah,Colon and Rectum,2018,Female,Hispanic,0.0,0,0,4,3,6
598,Nevada,Colon and Rectum,2018,Female,Hispanic,5.2,17,432556,4,3,6
599,Georgia,Colon and Rectum,2018,Female,Hispanic,6.3,19,488877,4,3,6
600,New York,Colon and Rectum,2018,Female,Hispanic,6.6,114,1898569,4,3,6
601,New Jersey,Colon and Rectum,2018,Female,Hispanic,7.6,52,913085,4,3,6
602,Illinois,Colon and Rectum,2018,Female,Hispanic,8.6,56,1077645,4,3,6
603,Massachusetts,Colon and Rectum,2018,Female,Hispanic,8.7,21,422056,4,3,6
604,California,Colon and Rectum,2018,Female,Hispanic,8.8,505,7690472,4,3,6
605,Virginia,Colon and Rectum,2018,Female,Hispanic,8.8,20,395492,4,3,6
606,Florida,Colon and Rectum,2018,Female,Hispanic,8.8,275,2802980,4,3,6
607,Texas,Colon and Rectum,2018,Female,Hispanic,9.2,378,5625102,4,3,6
608,Arizona,Colon and Rectum,2018,Female,Hispanic,9.3,71,1123083,4,3,6
609,Colorado,Colon and Rectum,2018,Female,Hispanic,9.7,37,605233,4,3,6
610,Pennsylvania,Colon and Rectum,2018,Female,Hispanic,10.1,27,478287,4,3,6
611,New Mexico,Colon and Rectum,2018,Female,Hispanic,11.2,58,517500,4,3,6
612,Utah,Colon and Rectum,2018,Male,All Races and Ethnicities,10.8,139,1588240,4,2,1
613,Connecticut,Colon and Rectum,2018,Male,All Races and Ethnicities,11.6,242,1742123,4,2,1
614,Colorado,Colon and Rectum,2018,Male,All Races and Ethnicities,12.9,362,2865761,4,2,1
615,Washington,Colon and Rectum,2018,Male,All Races and Ethnicities,13.5,541,3764951,4,2,1
616,New York,Colon and Rectum,2018,Male,All Races and Ethnicities,13.6,1440,9484218,4,2,1
617,District of Columbia,Colon and Rectum,2018,Male,All Races and Ethnicities,13.7,41,332904,4,2,1
618,Maine,Colon and Rectum,2018,Male,All Races and Ethnicities,14.0,123,655683,4,2,1
619,Massachusetts,Colon and Rectum,2018,Male,All Races and Ethnicities,14.1,527,3339710,4,2,1
620,Minnesota,Colon and Rectum,2018,Male,All Races and Ethnicities,14.2,433,2792427,4,2,1
621,Oregon,Colon and Rectum,2018,Male,All Races and Ethnicities,14.2,341,2073087,4,2,1
622,Rhode Island,Colon and Rectum,2018,Male,All Races and Ethnicities,14.3,85,514860,4,2,1
623,Wyoming,Colon and Rectum,2018,Male,All Races and Ethnicities,14.4,48,294276,4,2,1
624,California,Colon and Rectum,2018,Male,All Races and Ethnicities,14.5,2886,19618452,4,2,1
625,Vermont,Colon and Rectum,2018,Male,All Races and Ethnicities,14.6,53,308279,4,2,1
626,Montana,Colon and Rectum,2018,Male,All Races and Ethnicities,14.7,95,533852,4,2,1
627,Wisconsin,Colon and Rectum,2018,Male,All Races and Ethnicities,14.9,497,2889225,4,2,1
628,Hawaii,Colon and Rectum,2018,Male,All Races and Ethnicities,15.0,129,711291,4,2,1
629,Idaho,Colon and Rectum,2018,Male,All Races and Ethnicities,15.0,144,877331,4,2,1
630,North Carolina,Colon and Rectum,2018,Male,All Races and Ethnicities,15.0,834,5050327,4,2,1
631,Florida,Colon and Rectum,2018,Male,All Races and Ethnicities,15.2,2166,10385373,4,2,1
632,Delaware,Colon and Rectum,2018,Male,All Races and Ethnicities,15.3,87,466838,4,2,1
633,Arizona,Colon and Rectum,2018,Male,All Races and Ethnicities,15.4,643,3557384,4,2,1
634,Virginia,Colon and Rectum,2018,Male,All Races and Ethnicities,15.6,698,4183261,4,2,1
635,New Jersey,Colon and Rectum,2018,Male,All Races and Ethnicities,15.7,765,4340687,4,2,1
636,Michigan,Colon and Rectum,2018,Male,All Races and Ethnicities,15.8,891,4916210,4,2,1
637,New Hampshire,Colon and Rectum,2018,Male,All Races and Ethnicities,16.0,130,670773,4,2,1
638,Nevada,Colon and Rectum,2018,Male,All Races and Ethnicities,16.1,263,1518521,4,2,1
639,Indiana,Colon and Rectum,2018,Male,All Races and Ethnicities,16.3,582,3301286,4,2,1
640,Pennsylvania,Colon and Rectum,2018,Male,All Races and Ethnicities,16.3,1243,6271541,4,2,1
641,South Carolina,Colon and Rectum,2018,Male,All Races and Ethnicities,16.3,464,2463765,4,2,1
642,Iowa,Colon and Rectum,2018,Male,All Races and Ethnicities,16.5,300,1566963,4,2,1
643,Kansas,Colon and Rectum,2018,Male,All Races and Ethnicities,16.5,261,1450771,4,2,1
644,Maryland,Colon and Rectum,2018,Male,All Races and Ethnicities,16.6,528,2924599,4,2,1
645,Alaska,Colon and Rectum,2018,Male,All Races and Ethnicities,16.7,51,383447,4,2,1
646,Illinois,Colon and Rectum,2018,Male,All Races and Ethnicities,16.8,1149,6251344,4,2,1
647,Arkansas,Colon and Rectum,2018,Male,All Races and Ethnicities,17.0,291,1478109,4,2,1
648,New Mexico,Colon and Rectum,2018,Male,All Races and Ethnicities,17.0,199,1035540,4,2,1
649,Texas,Colon and Rectum,2018,Male,All Races and Ethnicities,17.1,2221,14219315,4,2,1
650,Georgia,Colon and Rectum,2018,Male,All Races and Ethnicities,17.2,863,5111831,4,2,1
651,Ohio,Colon and Rectum,2018,Male,All Races and Ethnicities,17.5,1150,5722437,4,2,1
652,Tennessee,Colon and Rectum,2018,Male,All Races and Ethnicities,18.0,661,3304710,4,2,1
653,South Dakota,Colon and Rectum,2018,Male,All Races and Ethnicities,18.0,91,443493,4,2,1
654,North Dakota,Colon and Rectum,2018,Male,All Races and Ethnicities,18.1,71,388034,4,2,1
655,Nebraska,Colon and Rectum,2018,Male,All Races and Ethnicities,18.1,186,961374,4,2,1
656,Missouri,Colon and Rectum,2018,Male,All Races and Ethnicities,18.3,624,3004921,4,2,1
657,Louisiana,Colon and Rectum,2018,Male,All Races and Ethnicities,18.4,454,2274242,4,2,1
658,Alabama,Colon and Rectum,2018,Male,All Races and Ethnicities,18.8,509,2363320,4,2,1
659,Oklahoma,Colon and Rectum,2018,Male,All Races and Ethnicities,18.9,399,1952266,4,2,1
660,Kentucky,Colon and Rectum,2018,Male,All Races and Ethnicities,19.2,470,2197550,4,2,1
661,West Virginia,Colon and Rectum,2018,Male,All Races and Ethnicities,21.2,244,893309,4,2,1
662,Mississippi,Colon and Rectum,2018,Male,All Races and Ethnicities,22.2,350,1445523,4,2,1
663,District of Columbia,Colon and Rectum,2018,Male,White,0.0,0,0,4,2,2
664,Utah,Colon and Rectum,2018,Male,White,10.6,128,1464575,4,2,2
665,Connecticut,Colon and Rectum,2018,Male,White,11.4,210,1420969,4,2,2
666,Colorado,Colon and Rectum,2018,Male,White,13.1,340,2541417,4,2,2
667,Montana,Colon and Rectum,2018,Male,White,13.6,84,484379,4,2,2
668,New York,Colon and Rectum,2018,Male,White,13.7,1131,6800478,4,2,2
669,Washington,Colon and Rectum,2018,Male,White,14.0,491,3069511,4,2,2
670,Minnesota,Colon and Rectum,2018,Male,White,14.1,405,2381530,4,2,2
671,Maine,Colon and Rectum,2018,Male,White,14.1,121,627043,4,2,2
672,North Carolina,Colon and Rectum,2018,Male,White,14.3,629,3666387,4,2,2
673,Wyoming,Colon and Rectum,2018,Male,White,14.5,47,276183,4,2,2
674,Wisconsin,Colon and Rectum,2018,Male,White,14.5,457,2549410,4,2,2
675,Oregon,Colon and Rectum,2018,Male,White,14.6,327,1846680,4,2,2
676,California,Colon and Rectum,2018,Male,White,14.6,2226,14677113,4,2,2
677,Vermont,Colon and Rectum,2018,Male,White,14.6,52,294689,4,2,2
678,Virginia,Colon and Rectum,2018,Male,White,14.6,509,3002364,4,2,2
679,Massachusetts,Colon and Rectum,2018,Male,White,14.7,488,2749731,4,2,2
680,Nevada,Colon and Rectum,2018,Male,White,14.7,199,1177022,4,2,2
681,Delaware,Colon and Rectum,2018,Male,White,14.9,69,332431,4,2,2
682,Rhode Island,Colon and Rectum,2018,Male,White,15.0,83,438063,4,2,2
683,Arizona,Colon and Rectum,2018,Male,White,15.1,580,2997692,4,2,2
684,Florida,Colon and Rectum,2018,Male,White,15.1,1872,8196077,4,2,2
685,Michigan,Colon and Rectum,2018,Male,White,15.3,749,3981327,4,2,2
686,Maryland,Colon and Rectum,2018,Male,White,15.3,336,1791830,4,2,2
687,Idaho,Colon and Rectum,2018,Male,White,15.3,143,831196,4,2,2
688,South Carolina,Colon and Rectum,2018,Male,White,15.3,334,1735709,4,2,2
689,Indiana,Colon and Rectum,2018,Male,White,15.6,512,2847584,4,2,2
690,New Jersey,Colon and Rectum,2018,Male,White,15.8,619,3195788,4,2,2
691,Illinois,Colon and Rectum,2018,Male,White,16.0,908,4914185,4,2,2
692,Kansas,Colon and Rectum,2018,Male,White,16.0,237,1272415,4,2,2
693,Georgia,Colon and Rectum,2018,Male,White,16.2,586,3208154,4,2,2
694,Pennsylvania,Colon and Rectum,2018,Male,White,16.2,1106,5210432,4,2,2
695,Arkansas,Colon and Rectum,2018,Male,White,16.3,239,1195851,4,2,2
696,New Hampshire,Colon and Rectum,2018,Male,White,16.4,129,631531,4,2,2
697,Hawaii,Colon and Rectum,2018,Male,White,16.4,39,194788,4,2,2
698,Iowa,Colon and Rectum,2018,Male,White,16.4,288,1433045,4,2,2
699,Texas,Colon and Rectum,2018,Male,White,16.7,1828,11440403,4,2,2
700,New Mexico,Colon and Rectum,2018,Male,White,16.8,178,862431,4,2,2
701,North Dakota,Colon and Rectum,2018,Male,White,16.9,64,342191,4,2,2
702,Louisiana,Colon and Rectum,2018,Male,White,17.0,303,1468736,4,2,2
703,Tennessee,Colon and Rectum,2018,Male,White,17.1,542,2648726,4,2,2
704,Ohio,Colon and Rectum,2018,Male,White,17.4,1011,4766506,4,2,2
705,South Dakota,Colon and Rectum,2018,Male,White,17.6,83,379764,4,2,2
706,Alabama,Colon and Rectum,2018,Male,White,17.8,378,1682439,4,2,2
707,Alaska,Colon and Rectum,2018,Male,White,17.9,41,267908,4,2,2
708,Missouri,Colon and Rectum,2018,Male,White,18.1,557,2541617,4,2,2
709,Nebraska,Colon and Rectum,2018,Male,White,18.1,175,858655,4,2,2
710,Oklahoma,Colon and Rectum,2018,Male,White,18.8,341,1512999,4,2,2
711,Kentucky,Colon and Rectum,2018,Male,White,19.0,431,1949968,4,2,2
712,Mississippi,Colon and Rectum,2018,Male,White,21.4,236,880341,4,2,2
713,West Virginia,Colon and Rectum,2018,Male,White,21.5,240,842502,4,2,2
714,Hawaii,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
715,Oregon,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
716,South Dakota,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
717,Minnesota,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
718,Alaska,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
719,Vermont,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
720,Maine,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
721,Iowa,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
722,North Dakota,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
723,Colorado,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
724,Montana,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
725,New Mexico,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
726,Wyoming,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
727,Idaho,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
728,Rhode Island,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
729,Washington,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
730,Nebraska,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
731,West Virginia,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
732,Utah,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
733,New Hampshire,Colon and Rectum,2018,Male,Black,0.0,0,0,4,2,3
734,Massachusetts,Colon and Rectum,2018,Male,Black,10.5,26,323403,4,2,3
735,New York,Colon and Rectum,2018,Male,Black,16.5,235,1695261,4,2,3
736,Connecticut,Colon and Rectum,2018,Male,Black,16.7,27,218842,4,2,3
737,Delaware,Colon and Rectum,2018,Male,Black,18.5,17,110010,4,2,3
738,Florida,Colon and Rectum,2018,Male,Black,19.3,274,1798023,4,2,3
739,North Carolina,Colon and Rectum,2018,Male,Black,19.5,189,1123566,4,2,3
740,Kansas,Colon and Rectum,2018,Male,Black,19.7,16,106759,4,2,3
741,New Jersey,Colon and Rectum,2018,Male,Black,19.8,111,665126,4,2,3
742,Ohio,Colon and Rectum,2018,Male,Black,19.9,127,782561,4,2,3
743,Pennsylvania,Colon and Rectum,2018,Male,Black,20.0,119,789327,4,2,3
744,Georgia,Colon and Rectum,2018,Male,Black,20.4,255,1635570,4,2,3
745,California,Colon and Rectum,2018,Male,Black,20.4,242,1413495,4,2,3
746,District of Columbia,Colon and Rectum,2018,Male,Black,20.7,32,153373,4,2,3
747,Oklahoma,Colon and Rectum,2018,Male,Black,21.5,24,176446,4,2,3
748,Michigan,Colon and Rectum,2018,Male,Black,21.7,132,711939,4,2,3
749,South Carolina,Colon and Rectum,2018,Male,Black,22.0,124,663750,4,2,3
750,Virginia,Colon and Rectum,2018,Male,Black,22.2,159,851068,4,2,3
751,Maryland,Colon and Rectum,2018,Male,Black,22.5,169,903583,4,2,3
752,Louisiana,Colon and Rectum,2018,Male,Black,22.6,144,739235,4,2,3
753,Nevada,Colon and Rectum,2018,Male,Black,22.7,31,169104,4,2,3
754,Arkansas,Colon and Rectum,2018,Male,Black,23.4,51,233312,4,2,3
755,Arizona,Colon and Rectum,2018,Male,Black,23.6,29,212501,4,2,3
756,Missouri,Colon and Rectum,2018,Male,Black,23.8,64,368194,4,2,3
757,Alabama,Colon and Rectum,2018,Male,Black,24.4,126,622427,4,2,3
758,Kentucky,Colon and Rectum,2018,Male,Black,24.5,37,201433,4,2,3
759,Wisconsin,Colon and Rectum,2018,Male,Black,25.3,28,211021,4,2,3
760,Mississippi,Colon and Rectum,2018,Male,Black,25.5,112,538078,4,2,3
761,Texas,Colon and Rectum,2018,Male,Black,25.6,325,1839465,4,2,3
762,Illinois,Colon and Rectum,2018,Male,Black,27.1,211,913681,4,2,3
763,Tennessee,Colon and Rectum,2018,Male,Black,27.3,115,568377,4,2,3
764,Indiana,Colon and Rectum,2018,Male,Black,29.5,67,346047,4,2,3
765,Connecticut,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
766,Arkansas,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
767,Georgia,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
768,Indiana,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
769,Louisiana,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
770,Michigan,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
771,Hawaii,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
772,Alabama,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
773,Montana,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
774,Delaware,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
775,Minnesota,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
776,North Dakota,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
777,New Jersey,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
778,Maine,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
779,Alaska,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
780,District of Columbia,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
781,Tennessee,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
782,Iowa,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
783,Colorado,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
784,Pennsylvania,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
785,Ohio,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
786,Virginia,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
787,Mississippi,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
788,Maryland,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
789,Kansas,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
790,Texas,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
791,Wyoming,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
792,Rhode Island,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
793,Idaho,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
794,Washington,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
795,Nebraska,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
796,New York,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
797,Illinois,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
798,Massachusetts,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
799,Missouri,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
800,Kentucky,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
801,Utah,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
802,North Carolina,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
803,West Virginia,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
804,Florida,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
805,Vermont,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
806,South Carolina,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
807,Nevada,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
808,Oregon,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
809,South Dakota,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
810,New Hampshire,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
811,Wisconsin,Colon and Rectum,2018,Male,American Indian and Alaska Native,0.0,0,0,4,2,4
812,California,Colon and Rectum,2018,Male,American Indian and Alaska Native,9.2,22,389891,4,2,4
813,Arizona,Colon and Rectum,2018,Male,American Indian and Alaska Native,14.7,17,201173,4,2,4
814,New Mexico,Colon and Rectum,2018,Male,American Indian and Alaska Native,20.5,17,117483,4,2,4
815,Oklahoma,Colon and Rectum,2018,Male,American Indian and Alaska Native,22.6,31,210289,4,2,4
816,Connecticut,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
817,Arkansas,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
818,Michigan,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
819,Louisiana,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
820,Indiana,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
821,Alabama,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
822,Delaware,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
823,South Dakota,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
824,North Dakota,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
825,Alaska,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
826,Minnesota,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
827,Maine,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
828,Iowa,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
829,Colorado,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
830,Tennessee,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
831,Montana,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
832,Ohio,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
833,District of Columbia,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
834,Mississippi,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
835,New Mexico,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
836,Wyoming,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
837,Idaho,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
838,Rhode Island,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
839,Kansas,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
840,Oklahoma,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
841,Nebraska,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
842,Massachusetts,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
843,Kentucky,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
844,Utah,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
845,West Virginia,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
846,Vermont,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
847,North Carolina,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
848,South Carolina,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
849,Oregon,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
850,New Hampshire,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
851,Missouri,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
852,Wisconsin,Colon and Rectum,2018,Male,Asian and Pacific Islander,0.0,0,0,4,2,5
853,Florida,Colon and Rectum,2018,Male,Asian and Pacific Islander,5.4,18,329568,4,2,5
854,New York,Colon and Rectum,2018,Male,Asian and Pacific Islander,8.5,73,877078,4,2,5
855,Pennsylvania,Colon and Rectum,2018,Male,Asian and Pacific Islander,8.8,17,242496,4,2,5
856,Washington,Colon and Rectum,2018,Male,Asian and Pacific Islander,9.0,28,392697,4,2,5
857,New Jersey,Colon and Rectum,2018,Male,Asian and Pacific Islander,9.3,34,447262,4,2,5
858,Illinois,Colon and Rectum,2018,Male,Asian and Pacific Islander,9.3,29,378336,4,2,5
859,Texas,Colon and Rectum,2018,Male,Asian and Pacific Islander,10.4,64,775010,4,2,5
860,Maryland,Colon and Rectum,2018,Male,Asian and Pacific Islander,10.5,22,207717,4,2,5
861,Georgia,Colon and Rectum,2018,Male,Asian and Pacific Islander,11.0,22,236367,4,2,5
862,California,Colon and Rectum,2018,Male,Asian and Pacific Islander,12.1,396,3137953,4,2,5
863,Virginia,Colon and Rectum,2018,Male,Asian and Pacific Islander,13.0,29,303076,4,2,5
864,Hawaii,Colon and Rectum,2018,Male,Asian and Pacific Islander,15.3,89,487500,4,2,5
865,Arizona,Colon and Rectum,2018,Male,Asian and Pacific Islander,18.1,17,146018,4,2,5
866,Nevada,Colon and Rectum,2018,Male,Asian and Pacific Islander,21.1,29,142816,4,2,5
867,Arkansas,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
868,Connecticut,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
869,Missouri,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
870,Louisiana,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
871,Michigan,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
872,North Carolina,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
873,Indiana,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
874,Hawaii,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
875,New Hampshire,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
876,Oregon,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
877,Alabama,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
878,Delaware,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
879,South Dakota,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
880,Minnesota,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
881,Vermont,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
882,North Dakota,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
883,Alaska,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
884,Maine,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
885,Iowa,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
886,Tennessee,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
887,Montana,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
888,Ohio,Colon and Rectum,2018,Male,Hispanic,0.0,0,0,4,2,6
